# SUPPORTED QRELS for SQUAD evaluation set on FineWeb
# Generated: 2026-02-07T23:38:23.651763
# Model: Qwen/Qwen3-8B
# Top-K: 100
# Total questions: 10570
# Questions with verified: 7560
# Total verified docs: 145918
#
# Format: qid, question, official_answer, doc_id, answer_offset
#====================================================================

0, Which NFL team represented the AFC at Super Bowl 50?, Denver Broncos, shard_01606_28818, 668
0, Which NFL team represented the AFC at Super Bowl 50?, Denver Broncos, shard_00999_1630, 29226
0, Which NFL team represented the AFC at Super Bowl 50?, Denver Broncos, shard_00038_33111, 14314
1, Which NFL team represented the NFC at Super Bowl 50?, Carolina Panthers, shard_00461_24947, 15
1, Which NFL team represented the NFC at Super Bowl 50?, Carolina Panthers, shard_01820_44287, 2421
1, Which NFL team represented the NFC at Super Bowl 50?, Carolina Panthers, shard_01249_35074, 9275
1, Which NFL team represented the NFC at Super Bowl 50?, Carolina Panthers, shard_00867_45746, 4846
1, Which NFL team represented the NFC at Super Bowl 50?, Carolina Panthers, shard_00386_12397, 4846
1, Which NFL team represented the NFC at Super Bowl 50?, Carolina Panthers, shard_01185_49956, 66949
1, Which NFL team represented the NFC at Super Bowl 50?, Carolina Panthers, shard_00309_38252, 9110
1, Which NFL team represented the NFC at Super Bowl 50?, Carolina Panthers, shard_00001_16417, 9110
1, Which NFL team represented the NFC at Super Bowl 50?, Carolina Panthers, shard_01019_26601, 9094
1, Which NFL team represented the NFC at Super Bowl 50?, Carolina Panthers, shard_00189_10806, 5860
1, Which NFL team represented the NFC at Super Bowl 50?, Carolina Panthers, shard_00108_11201, 9126
1, Which NFL team represented the NFC at Super Bowl 50?, Carolina Panthers, shard_00483_2437, 9254
1, Which NFL team represented the NFC at Super Bowl 50?, Carolina Panthers, shard_00487_48376, 3030
1, Which NFL team represented the NFC at Super Bowl 50?, Carolina Panthers, shard_00888_47941, 3733
2, Where did Super Bowl 50 take place?, Santa Clara  California, shard_00591_51234, 2559
2, Where did Super Bowl 50 take place?, Santa Clara  California, shard_01283_10667, 2559
2, Where did Super Bowl 50 take place?, Santa Clara  California, shard_01386_25040, 2559
2, Where did Super Bowl 50 take place?, Santa Clara  California, shard_01515_7800, 2559
2, Where did Super Bowl 50 take place?, Santa Clara  California, shard_01270_41492, 25310
2, Where did Super Bowl 50 take place?, Santa Clara  California, shard_01031_487, 271
2, Where did Super Bowl 50 take place?, Santa Clara  California, shard_01344_11331, 35524
2, Where did Super Bowl 50 take place?, Santa Clara  California, shard_00189_10806, 74840
2, Where did Super Bowl 50 take place?, Santa Clara  California, shard_00235_2297, 35048
2, Where did Super Bowl 50 take place?, Santa Clara  California, shard_01352_14837, 35048
2, Where did Super Bowl 50 take place?, Santa Clara  California, shard_00313_9896, 36021
2, Where did Super Bowl 50 take place?, Santa Clara  California, shard_01067_32663, 35563
3, Which NFL team won Super Bowl 50?, Denver Broncos, shard_01394_6521, 12949
3, Which NFL team won Super Bowl 50?, Denver Broncos, shard_01421_30358, 12949
3, Which NFL team won Super Bowl 50?, Denver Broncos, shard_00043_14988, 65514
3, Which NFL team won Super Bowl 50?, Denver Broncos, shard_00981_33578, 32447
3, Which NFL team won Super Bowl 50?, Denver Broncos, shard_00189_10806, 137628
3, Which NFL team won Super Bowl 50?, Denver Broncos, shard_00346_21616, 32447
3, Which NFL team won Super Bowl 50?, Denver Broncos, shard_00354_51636, 32447
3, Which NFL team won Super Bowl 50?, Denver Broncos, shard_01256_8922, 32447
3, Which NFL team won Super Bowl 50?, Denver Broncos, shard_01455_19224, 32301
3, Which NFL team won Super Bowl 50?, Denver Broncos, shard_01659_19231, 5453
3, Which NFL team won Super Bowl 50?, Denver Broncos, shard_00819_26094, 5453
3, Which NFL team won Super Bowl 50?, Denver Broncos, shard_00999_1630, 29226
3, Which NFL team won Super Bowl 50?, Denver Broncos, shard_00038_33111, 14314
3, Which NFL team won Super Bowl 50?, Denver Broncos, shard_01571_23896, 37432
3, Which NFL team won Super Bowl 50?, Denver Broncos, shard_00108_11201, 8929
3, Which NFL team won Super Bowl 50?, Denver Broncos, shard_00309_38252, 8913
3, Which NFL team won Super Bowl 50?, Denver Broncos, shard_00001_16417, 8913
3, Which NFL team won Super Bowl 50?, Denver Broncos, shard_01019_26601, 8897
3, Which NFL team won Super Bowl 50?, Denver Broncos, shard_00313_9896, 25735
3, Which NFL team won Super Bowl 50?, Denver Broncos, shard_01067_32663, 25544
3, Which NFL team won Super Bowl 50?, Denver Broncos, shard_00235_2297, 25220
3, Which NFL team won Super Bowl 50?, Denver Broncos, shard_01352_14837, 25220
3, Which NFL team won Super Bowl 50?, Denver Broncos, shard_00483_2437, 9054
3, Which NFL team won Super Bowl 50?, Denver Broncos, shard_01344_11331, 25350
3, Which NFL team won Super Bowl 50?, Denver Broncos, shard_00026_21028, 27187
3, Which NFL team won Super Bowl 50?, Denver Broncos, shard_01270_41492, 16948
4, What color was used to emphasize the 50th anniversary of the Super Bowl?, gold, shard_01118_40257, 11198
4, What color was used to emphasize the 50th anniversary of the Super Bowl?, gold, shard_01297_49530, 9856
4, What color was used to emphasize the 50th anniversary of the Super Bowl?, gold, shard_00506_34531, 11948
4, What color was used to emphasize the 50th anniversary of the Super Bowl?, gold, shard_00932_49351, 11948
4, What color was used to emphasize the 50th anniversary of the Super Bowl?, gold, shard_01060_22879, 11150
4, What color was used to emphasize the 50th anniversary of the Super Bowl?, gold, shard_00179_48138, 14067
4, What color was used to emphasize the 50th anniversary of the Super Bowl?, gold, shard_00380_32403, 5429
4, What color was used to emphasize the 50th anniversary of the Super Bowl?, gold, shard_00647_41879, 5429
7, What is the AFC short for?, American Football Conference, shard_00048_35714, 675
9, What does AFC stand for?, American Football Conference, shard_00290_5467, 229
9, What does AFC stand for?, American Football Conference, shard_00655_24718, 235
9, What does AFC stand for?, American Football Conference, shard_01063_17728, 235
9, What does AFC stand for?, American Football Conference, shard_00048_35714, 675
9, What does AFC stand for?, American Football Conference, shard_00142_46597, 217
9, What does AFC stand for?, American Football Conference, shard_00867_45746, 377
9, What does AFC stand for?, American Football Conference, shard_00386_12397, 377
9, What does AFC stand for?, American Football Conference, shard_00375_20982, 0
9, What does AFC stand for?, American Football Conference, shard_01809_25322, 16
9, What does AFC stand for?, American Football Conference, shard_00602_1613, 6818
9, What does AFC stand for?, American Football Conference, shard_00812_35407, 10237
9, What does AFC stand for?, American Football Conference, shard_01013_47861, 99
10, What day was the Super Bowl played on?, February 7  2016, shard_00905_42148, 1471
10, What day was the Super Bowl played on?, February 7  2016, shard_00476_42194, 26216
10, What day was the Super Bowl played on?, February 7  2016, shard_00643_6664, 7177
10, What day was the Super Bowl played on?, February 7  2016, shard_00156_46809, 27010
10, What day was the Super Bowl played on?, February 7  2016, shard_00497_20502, 27010
10, What day was the Super Bowl played on?, February 7  2016, shard_01394_6521, 24007
10, What day was the Super Bowl played on?, February 7  2016, shard_01421_30358, 24007
10, What day was the Super Bowl played on?, February 7  2016, shard_00798_5565, 358
10, What day was the Super Bowl played on?, February 7  2016, shard_00374_22562, 1096
11, Who won Super Bowl 50?, Denver Broncos, shard_01394_6521, 12949
11, Who won Super Bowl 50?, Denver Broncos, shard_01421_30358, 12949
11, Who won Super Bowl 50?, Denver Broncos, shard_00043_14988, 65514
11, Who won Super Bowl 50?, Denver Broncos, shard_00312_48664, 1107
11, Who won Super Bowl 50?, Denver Broncos, shard_00189_10806, 137628
11, Who won Super Bowl 50?, Denver Broncos, shard_00981_33578, 32447
11, Who won Super Bowl 50?, Denver Broncos, shard_00346_21616, 32447
11, Who won Super Bowl 50?, Denver Broncos, shard_00354_51636, 32447
11, Who won Super Bowl 50?, Denver Broncos, shard_01256_8922, 32447
11, Who won Super Bowl 50?, Denver Broncos, shard_00525_26719, 3849
11, Who won Super Bowl 50?, Denver Broncos, shard_01571_23896, 37432
11, Who won Super Bowl 50?, Denver Broncos, shard_01659_19231, 5453
11, Who won Super Bowl 50?, Denver Broncos, shard_00819_26094, 5453
11, Who won Super Bowl 50?, Denver Broncos, shard_01455_19224, 32301
12, What venue did Super Bowl 50 take place in?, Levi's Stadium, shard_01344_11331, 35508
12, What venue did Super Bowl 50 take place in?, Levi's Stadium, shard_01268_40004, 197
12, What venue did Super Bowl 50 take place in?, Levi's Stadium, shard_01419_30877, 197
12, What venue did Super Bowl 50 take place in?, Levi's Stadium, shard_00235_2297, 48164
12, What venue did Super Bowl 50 take place in?, Levi's Stadium, shard_01352_14837, 48164
12, What venue did Super Bowl 50 take place in?, Levi's Stadium, shard_00189_10806, 74840
12, What venue did Super Bowl 50 take place in?, Levi's Stadium, shard_00313_9896, 36005
12, What venue did Super Bowl 50 take place in?, Levi's Stadium, shard_01067_32663, 35547
12, What venue did Super Bowl 50 take place in?, Levi's Stadium, shard_01270_41492, 25294
12, What venue did Super Bowl 50 take place in?, Levi's Stadium, shard_00199_41689, 599
12, What venue did Super Bowl 50 take place in?, Levi's Stadium, shard_00378_43341, 599
12, What venue did Super Bowl 50 take place in?, Levi's Stadium, shard_00026_21028, 37990
12, What venue did Super Bowl 50 take place in?, Levi's Stadium, shard_01367_39426, 6908
12, What venue did Super Bowl 50 take place in?, Levi's Stadium, shard_01720_43842, 6908
13, What city did Super Bowl 50 take place in?, Santa Clara, shard_00591_51234, 2559
13, What city did Super Bowl 50 take place in?, Santa Clara, shard_01283_10667, 2559
13, What city did Super Bowl 50 take place in?, Santa Clara, shard_01386_25040, 2559
13, What city did Super Bowl 50 take place in?, Santa Clara, shard_01515_7800, 2559
13, What city did Super Bowl 50 take place in?, Santa Clara, shard_00425_713, 3309
13, What city did Super Bowl 50 take place in?, Santa Clara, shard_01270_41492, 25310
13, What city did Super Bowl 50 take place in?, Santa Clara, shard_01344_11331, 35524
13, What city did Super Bowl 50 take place in?, Santa Clara, shard_01695_33763, 125
13, What city did Super Bowl 50 take place in?, Santa Clara, shard_00189_10806, 78446
13, What city did Super Bowl 50 take place in?, Santa Clara, shard_00235_2297, 35048
13, What city did Super Bowl 50 take place in?, Santa Clara, shard_01352_14837, 35048
13, What city did Super Bowl 50 take place in?, Santa Clara, shard_00313_9896, 36021
13, What city did Super Bowl 50 take place in?, Santa Clara, shard_01067_32663, 35563
13, What city did Super Bowl 50 take place in?, Santa Clara, shard_01031_487, 271
13, What city did Super Bowl 50 take place in?, Santa Clara, shard_00026_21028, 38006
13, What city did Super Bowl 50 take place in?, Santa Clara, shard_00981_33578, 43470
14, If Roman numerals were used  what would Super Bowl 50 have been called?, Super Bowl L, shard_00659_52195, 4375
14, If Roman numerals were used  what would Super Bowl 50 have been called?, Super Bowl L, shard_01379_10887, 63
14, If Roman numerals were used  what would Super Bowl 50 have been called?, Super Bowl L, shard_00315_45930, 2587
14, If Roman numerals were used  what would Super Bowl 50 have been called?, Super Bowl L, shard_01160_29387, 20
14, If Roman numerals were used  what would Super Bowl 50 have been called?, Super Bowl L, shard_01060_10294, 183
14, If Roman numerals were used  what would Super Bowl 50 have been called?, Super Bowl L, shard_00100_41932, 143
14, If Roman numerals were used  what would Super Bowl 50 have been called?, Super Bowl L, shard_01560_6218, 143
14, If Roman numerals were used  what would Super Bowl 50 have been called?, Super Bowl L, shard_00209_44235, 3940
14, If Roman numerals were used  what would Super Bowl 50 have been called?, Super Bowl L, shard_01796_7158, 656
14, If Roman numerals were used  what would Super Bowl 50 have been called?, Super Bowl L, shard_01159_1066, 4218
14, If Roman numerals were used  what would Super Bowl 50 have been called?, Super Bowl L, shard_01433_24342, 5461
14, If Roman numerals were used  what would Super Bowl 50 have been called?, Super Bowl L, shard_00706_24160, 2235
14, If Roman numerals were used  what would Super Bowl 50 have been called?, Super Bowl L, shard_00664_2803, 2428
14, If Roman numerals were used  what would Super Bowl 50 have been called?, Super Bowl L, shard_00063_38338, 35
14, If Roman numerals were used  what would Super Bowl 50 have been called?, Super Bowl L, shard_01459_9535, 2821
14, If Roman numerals were used  what would Super Bowl 50 have been called?, Super Bowl L, shard_01502_45356, 2821
14, If Roman numerals were used  what would Super Bowl 50 have been called?, Super Bowl L, shard_00048_25686, 46
14, If Roman numerals were used  what would Super Bowl 50 have been called?, Super Bowl L, shard_01059_20763, 2410
14, If Roman numerals were used  what would Super Bowl 50 have been called?, Super Bowl L, shard_00756_53143, 3078
14, If Roman numerals were used  what would Super Bowl 50 have been called?, Super Bowl L, shard_00102_33640, 2883
14, If Roman numerals were used  what would Super Bowl 50 have been called?, Super Bowl L, shard_01074_22744, 2883
14, If Roman numerals were used  what would Super Bowl 50 have been called?, Super Bowl L, shard_00339_12908, 6986
14, If Roman numerals were used  what would Super Bowl 50 have been called?, Super Bowl L, shard_00788_13363, 9025
14, If Roman numerals were used  what would Super Bowl 50 have been called?, Super Bowl L, shard_01117_11109, 21
14, If Roman numerals were used  what would Super Bowl 50 have been called?, Super Bowl L, shard_00125_42288, 35
14, If Roman numerals were used  what would Super Bowl 50 have been called?, Super Bowl L, shard_00624_48421, 73
14, If Roman numerals were used  what would Super Bowl 50 have been called?, Super Bowl L, shard_00689_47405, 35
14, If Roman numerals were used  what would Super Bowl 50 have been called?, Super Bowl L, shard_01667_42898, 2265
14, If Roman numerals were used  what would Super Bowl 50 have been called?, Super Bowl L, shard_01584_50795, 12
14, If Roman numerals were used  what would Super Bowl 50 have been called?, Super Bowl L, shard_01739_11824, 12
14, If Roman numerals were used  what would Super Bowl 50 have been called?, Super Bowl L, shard_00592_28618, 20
14, If Roman numerals were used  what would Super Bowl 50 have been called?, Super Bowl L, shard_00403_10926, 4
14, If Roman numerals were used  what would Super Bowl 50 have been called?, Super Bowl L, shard_00489_46833, 4
14, If Roman numerals were used  what would Super Bowl 50 have been called?, Super Bowl L, shard_00573_29960, 4
14, If Roman numerals were used  what would Super Bowl 50 have been called?, Super Bowl L, shard_01758_22682, 4
14, If Roman numerals were used  what would Super Bowl 50 have been called?, Super Bowl L, shard_00733_20775, 7520
14, If Roman numerals were used  what would Super Bowl 50 have been called?, Super Bowl L, shard_00220_35688, 20
14, If Roman numerals were used  what would Super Bowl 50 have been called?, Super Bowl L, shard_00570_11473, 2568
14, If Roman numerals were used  what would Super Bowl 50 have been called?, Super Bowl L, shard_00493_25518, 2519
14, If Roman numerals were used  what would Super Bowl 50 have been called?, Super Bowl L, shard_01268_22811, 20
14, If Roman numerals were used  what would Super Bowl 50 have been called?, Super Bowl L, shard_00995_53145, 55
14, If Roman numerals were used  what would Super Bowl 50 have been called?, Super Bowl L, shard_00419_39970, 5980
14, If Roman numerals were used  what would Super Bowl 50 have been called?, Super Bowl L, shard_00136_50364, 6
14, If Roman numerals were used  what would Super Bowl 50 have been called?, Super Bowl L, shard_00221_19839, 6
14, If Roman numerals were used  what would Super Bowl 50 have been called?, Super Bowl L, shard_00406_48697, 6
14, If Roman numerals were used  what would Super Bowl 50 have been called?, Super Bowl L, shard_01338_50914, 6
14, If Roman numerals were used  what would Super Bowl 50 have been called?, Super Bowl L, shard_01400_13711, 6
14, If Roman numerals were used  what would Super Bowl 50 have been called?, Super Bowl L, shard_01226_18403, 10259
14, If Roman numerals were used  what would Super Bowl 50 have been called?, Super Bowl L, shard_00126_20253, 2951
14, If Roman numerals were used  what would Super Bowl 50 have been called?, Super Bowl L, shard_01095_12937, 2951
14, If Roman numerals were used  what would Super Bowl 50 have been called?, Super Bowl L, shard_00279_17357, 8893
14, If Roman numerals were used  what would Super Bowl 50 have been called?, Super Bowl L, shard_00696_29368, 23
14, If Roman numerals were used  what would Super Bowl 50 have been called?, Super Bowl L, shard_00317_11482, 13
14, If Roman numerals were used  what would Super Bowl 50 have been called?, Super Bowl L, shard_00002_44177, 23
14, If Roman numerals were used  what would Super Bowl 50 have been called?, Super Bowl L, shard_00780_9330, 23
14, If Roman numerals were used  what would Super Bowl 50 have been called?, Super Bowl L, shard_01128_38976, 23
14, If Roman numerals were used  what would Super Bowl 50 have been called?, Super Bowl L, shard_01647_48663, 23
14, If Roman numerals were used  what would Super Bowl 50 have been called?, Super Bowl L, shard_01077_7683, 7
14, If Roman numerals were used  what would Super Bowl 50 have been called?, Super Bowl L, shard_01646_40266, 7
14, If Roman numerals were used  what would Super Bowl 50 have been called?, Super Bowl L, shard_01656_12014, 7
14, If Roman numerals were used  what would Super Bowl 50 have been called?, Super Bowl L, shard_01706_31724, 7
14, If Roman numerals were used  what would Super Bowl 50 have been called?, Super Bowl L, shard_01742_44659, 7467
14, If Roman numerals were used  what would Super Bowl 50 have been called?, Super Bowl L, shard_01810_34278, 21
14, If Roman numerals were used  what would Super Bowl 50 have been called?, Super Bowl L, shard_00947_24702, 23
14, If Roman numerals were used  what would Super Bowl 50 have been called?, Super Bowl L, shard_00084_22268, 1810
14, If Roman numerals were used  what would Super Bowl 50 have been called?, Super Bowl L, shard_00765_5586, 1810
14, If Roman numerals were used  what would Super Bowl 50 have been called?, Super Bowl L, shard_00987_30395, 1810
14, If Roman numerals were used  what would Super Bowl 50 have been called?, Super Bowl L, shard_00168_10156, 12
14, If Roman numerals were used  what would Super Bowl 50 have been called?, Super Bowl L, shard_00242_19911, 5
14, If Roman numerals were used  what would Super Bowl 50 have been called?, Super Bowl L, shard_00476_42194, 13
14, If Roman numerals were used  what would Super Bowl 50 have been called?, Super Bowl L, shard_00708_12803, 2099
15, Super Bowl 50 decided the NFL champion for what season?, 2015, shard_01455_19224, 32332
15, Super Bowl 50 decided the NFL champion for what season?, 2015, shard_00659_52195, 961
15, Super Bowl 50 decided the NFL champion for what season?, 2015, shard_00999_1630, 29257
15, Super Bowl 50 decided the NFL champion for what season?, 2015, shard_00420_6076, 28036
15, Super Bowl 50 decided the NFL champion for what season?, 2015, shard_00497_49144, 26492
15, Super Bowl 50 decided the NFL champion for what season?, 2015, shard_01394_6521, 23389
15, Super Bowl 50 decided the NFL champion for what season?, 2015, shard_01421_30358, 23389
15, Super Bowl 50 decided the NFL champion for what season?, 2015, shard_01249_35074, 21530
15, Super Bowl 50 decided the NFL champion for what season?, 2015, shard_00917_3243, 3425
15, Super Bowl 50 decided the NFL champion for what season?, 2015, shard_00476_42194, 26498
15, Super Bowl 50 decided the NFL champion for what season?, 2015, shard_00156_46809, 20366
15, Super Bowl 50 decided the NFL champion for what season?, 2015, shard_00497_20502, 20366
15, Super Bowl 50 decided the NFL champion for what season?, 2015, shard_00419_39970, 5891
15, Super Bowl 50 decided the NFL champion for what season?, 2015, shard_00461_24947, 32451
15, Super Bowl 50 decided the NFL champion for what season?, 2015, shard_01431_39405, 64393
15, Super Bowl 50 decided the NFL champion for what season?, 2015, shard_00081_4338, 5245
15, Super Bowl 50 decided the NFL champion for what season?, 2015, shard_01105_30405, 76301
15, Super Bowl 50 decided the NFL champion for what season?, 2015, shard_00189_10806, 52877
15, Super Bowl 50 decided the NFL champion for what season?, 2015, shard_01067_32663, 25734
15, Super Bowl 50 decided the NFL champion for what season?, 2015, shard_00981_33578, 41137
15, Super Bowl 50 decided the NFL champion for what season?, 2015, shard_00313_9896, 25925
15, Super Bowl 50 decided the NFL champion for what season?, 2015, shard_00026_21028, 27377
15, Super Bowl 50 decided the NFL champion for what season?, 2015, shard_00235_2297, 25381
15, Super Bowl 50 decided the NFL champion for what season?, 2015, shard_01352_14837, 25381
15, Super Bowl 50 decided the NFL champion for what season?, 2015, shard_00346_21616, 41113
15, Super Bowl 50 decided the NFL champion for what season?, 2015, shard_00354_51636, 41113
15, Super Bowl 50 decided the NFL champion for what season?, 2015, shard_01256_8922, 41113
15, Super Bowl 50 decided the NFL champion for what season?, 2015, shard_00510_5509, 17279
15, Super Bowl 50 decided the NFL champion for what season?, 2015, shard_01344_11331, 25542
15, Super Bowl 50 decided the NFL champion for what season?, 2015, shard_00263_12162, 21713
16, What year did the Denver Broncos secure a Super Bowl title for the third time?, 2015, shard_00371_33450, 2013
16, What year did the Denver Broncos secure a Super Bowl title for the third time?, 2015, shard_01458_26951, 2013
16, What year did the Denver Broncos secure a Super Bowl title for the third time?, 2015, shard_01344_11331, 25542
16, What year did the Denver Broncos secure a Super Bowl title for the third time?, 2015, shard_01067_32663, 25734
16, What year did the Denver Broncos secure a Super Bowl title for the third time?, 2015, shard_00313_9896, 25925
17, What city did Super Bowl 50 take place in?, Santa Clara, shard_00591_51234, 2559
17, What city did Super Bowl 50 take place in?, Santa Clara, shard_01283_10667, 2559
17, What city did Super Bowl 50 take place in?, Santa Clara, shard_01386_25040, 2559
17, What city did Super Bowl 50 take place in?, Santa Clara, shard_01515_7800, 2559
17, What city did Super Bowl 50 take place in?, Santa Clara, shard_00425_713, 3309
17, What city did Super Bowl 50 take place in?, Santa Clara, shard_01270_41492, 25310
17, What city did Super Bowl 50 take place in?, Santa Clara, shard_01344_11331, 35524
17, What city did Super Bowl 50 take place in?, Santa Clara, shard_01695_33763, 125
17, What city did Super Bowl 50 take place in?, Santa Clara, shard_00189_10806, 78446
17, What city did Super Bowl 50 take place in?, Santa Clara, shard_00235_2297, 35048
17, What city did Super Bowl 50 take place in?, Santa Clara, shard_01352_14837, 35048
17, What city did Super Bowl 50 take place in?, Santa Clara, shard_00313_9896, 36021
17, What city did Super Bowl 50 take place in?, Santa Clara, shard_01067_32663, 35563
17, What city did Super Bowl 50 take place in?, Santa Clara, shard_01031_487, 271
17, What city did Super Bowl 50 take place in?, Santa Clara, shard_00026_21028, 38006
17, What city did Super Bowl 50 take place in?, Santa Clara, shard_00981_33578, 43470
18, What stadium did Super Bowl 50 take place in?, Levi's Stadium, shard_01695_33763, 107
18, What stadium did Super Bowl 50 take place in?, Levi's Stadium, shard_01270_41492, 25294
18, What stadium did Super Bowl 50 take place in?, Levi's Stadium, shard_01344_11331, 35508
18, What stadium did Super Bowl 50 take place in?, Levi's Stadium, shard_00189_10806, 74840
18, What stadium did Super Bowl 50 take place in?, Levi's Stadium, shard_00313_9896, 36005
18, What stadium did Super Bowl 50 take place in?, Levi's Stadium, shard_01067_32663, 35547
18, What stadium did Super Bowl 50 take place in?, Levi's Stadium, shard_00235_2297, 48164
18, What stadium did Super Bowl 50 take place in?, Levi's Stadium, shard_01352_14837, 48164
18, What stadium did Super Bowl 50 take place in?, Levi's Stadium, shard_00026_21028, 37990
18, What stadium did Super Bowl 50 take place in?, Levi's Stadium, shard_00981_33578, 43452
18, What stadium did Super Bowl 50 take place in?, Levi's Stadium, shard_00199_41689, 599
18, What stadium did Super Bowl 50 take place in?, Levi's Stadium, shard_00378_43341, 599
18, What stadium did Super Bowl 50 take place in?, Levi's Stadium, shard_00346_21616, 43463
18, What stadium did Super Bowl 50 take place in?, Levi's Stadium, shard_00354_51636, 43463
18, What stadium did Super Bowl 50 take place in?, Levi's Stadium, shard_01256_8922, 43463
18, What stadium did Super Bowl 50 take place in?, Levi's Stadium, shard_01268_40004, 197
18, What stadium did Super Bowl 50 take place in?, Levi's Stadium, shard_01419_30877, 197
19, What was the final score of Super Bowl 50? , 24–10, shard_01592_9333, 7505
21, What year was Super Bowl 50?, 2015, shard_00659_52195, 961
21, What year was Super Bowl 50?, 2015, shard_01379_10887, 1077
21, What year was Super Bowl 50?, 2015, shard_00182_28439, 784
21, What year was Super Bowl 50?, 2015, shard_01467_36427, 784
21, What year was Super Bowl 50?, 2015, shard_01394_6521, 23389
21, What year was Super Bowl 50?, 2015, shard_01421_30358, 23389
21, What year was Super Bowl 50?, 2015, shard_00374_22562, 1383
21, What year was Super Bowl 50?, 2015, shard_00312_48664, 1556
21, What year was Super Bowl 50?, 2015, shard_01695_33763, 5241
21, What year was Super Bowl 50?, 2015, shard_00012_19690, 830
21, What year was Super Bowl 50?, 2015, shard_01031_487, 3735
21, What year was Super Bowl 50?, 2015, shard_00060_19400, 234
21, What year was Super Bowl 50?, 2015, shard_00185_30946, 3112
21, What year was Super Bowl 50?, 2015, shard_01071_41283, 1055
21, What year was Super Bowl 50?, 2015, shard_00199_41689, 3882
21, What year was Super Bowl 50?, 2015, shard_00458_13961, 4709
21, What year was Super Bowl 50?, 2015, shard_00842_52038, 4709
21, What year was Super Bowl 50?, 2015, shard_00080_14154, 4620
21, What year was Super Bowl 50?, 2015, shard_01128_35714, 4620
21, What year was Super Bowl 50?, 2015, shard_01697_114, 4587
21, What year was Super Bowl 50?, 2015, shard_00378_43341, 3969
21, What year was Super Bowl 50?, 2015, shard_00189_10806, 52877
22, What team was the AFC champion?, Denver Broncos, shard_00290_5467, 3264
22, What team was the AFC champion?, Denver Broncos, shard_00674_43030, 1756
22, What team was the AFC champion?, Denver Broncos, shard_00867_45746, 5222
22, What team was the AFC champion?, Denver Broncos, shard_00386_12397, 5222
22, What team was the AFC champion?, Denver Broncos, shard_01455_19224, 32301
22, What team was the AFC champion?, Denver Broncos, shard_00145_50279, 2364
22, What team was the AFC champion?, Denver Broncos, shard_01530_26125, 2364
22, What team was the AFC champion?, Denver Broncos, shard_01594_22927, 2364
